epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,56.0229,1.70059,1.70415,1.94854,1.45861,0.17922,0.14286,0.11708,0.03809,0.39279,0.32498,0.25774,0.04997,2.95532,2.33316,2.81285,2.86014,0.00126998,0.00126998,0.00126998
35,57.2312,1.64161,1.58217,1.88826,1.44928,0.2986,0.28571,0.27217,0.07803,0.43789,0.42857,0.35923,0.08265,2.9428,2.20216,2.59827,3.04725,0.00130571,0.00130571,0.00130571
36,58.5584,1.53616,2.19982,2.04857,1.35774,0.33306,0.35714,0.26698,0.06267,0.27249,0.35714,0.2124,0.07398,2.98735,2.29394,2.67733,3.3184,0.00134131,0.00134131,0.00134131
37,59.7529,1.53299,1.5288,1.90123,1.46256,0.33306,0.35714,0.26698,0.06267,0.27249,0.35714,0.2124,0.07398,2.98735,2.29394,2.67733,3.3184,0.00137678,0.00137678,0.00137678
38,61.5339,1.80496,2.05619,1.85202,1.43674,0.29492,0.21429,0.19232,0.05562,0.19133,0.28571,0.20938,0.06453,2.73798,2.714,2.77794,2.84897,0.00141212,0.00141212,0.00141212
39,63.1988,1.72169,2.01945,1.87449,1.32509,0.07355,0.35714,0.07121,0.02368,0.03087,0.14286,0.03933,0.01277,2.54977,2.9736,2.98601,2.83579,0.00144734,0.00144734,0.00144734
40,64.3971,1.57142,1.2993,1.87706,1.24516,0.07355,0.35714,0.07121,0.02368,0.03087,0.14286,0.03933,0.01277,2.54977,2.9736,2.98601,2.83579,0.00148244,0.00148244,0.00148244
41,65.6504,1.79002,1.54376,1.83277,1.38338,0.04683,0.35714,0.04787,0.01461,0.03242,0.21429,0.02112,0.00485,2.74433,2.73239,2.9992,3.50449,0.0015174,0.0015174,0.0015174
42,67.0228,1.68618,1.67851,2.05113,1.35028,0.10029,0.35714,0.09531,0.02086,0.12508,0.35714,0.07657,0.01455,2.77945,2.58559,2.8629,3.0008,0.00155224,0.00155224,0.00155224
43,68.3104,1.48851,2.00409,1.85663,1.1522,0.10029,0.35714,0.09531,0.02086,0.12508,0.35714,0.07657,0.01455,2.77945,2.58559,2.8629,3.0008,0.00158695,0.00158695,0.00158695
44,69.6504,1.57502,1.34204,1.82789,1.26704,0.14876,0.29998,0.14207,0.04074,0.14252,0.28571,0.12014,0.0287,2.83358,2.48665,2.6663,2.79155,0.00162154,0.00162154,0.00162154
45,70.8744,1.57727,1.54026,1.6881,1.20947,0.14876,0.29998,0.14207,0.04074,0.14252,0.28571,0.12014,0.0287,2.83358,2.48665,2.6663,2.79155,0.00165599,0.00165599,0.00165599
46,72.2037,1.51735,1.31907,1.67516,1.22959,0.15352,0.14286,0.10138,0.02665,0.11758,0.21429,0.049,0.01168,2.8055,2.53954,2.58421,2.84561,0.00169033,0.00169033,0.00169033
47,73.4658,1.53697,1.77017,1.58844,1.18396,0.15352,0.14286,0.10138,0.02665,0.11758,0.21429,0.049,0.01168,2.8055,2.53954,2.58421,2.84561,0.00172453,0.00172453,0.00172453
48,74.8123,1.51055,1.53691,1.63598,1.1773,0.16134,0.28571,0.1868,0.03915,0.13329,0.21429,0.07155,0.0228,2.80743,2.83699,2.66528,2.87436,0.00175861,0.00175861,0.00175861
49,76.2495,1.6149,1.75915,1.61189,1.21315,0.16134,0.28571,0.1868,0.03915,0.13329,0.21429,0.07155,0.0228,2.80743,2.83699,2.66528,2.87436,0.00179256,0.00179256,0.00179256
50,77.8462,1.54492,1.63421,1.66215,1.23494,0.09251,0.14286,0.04229,0.01112,0.11386,0.21429,0.05452,0.01544,2.83228,2.63302,3.21001,2.70284,0.00182639,0.00182639,0.00182639
51,79.0356,1.34739,1.3436,1.58831,1.27039,0.09251,0.14286,0.04229,0.01112,0.11386,0.21429,0.05452,0.01544,2.83228,2.63302,3.21001,2.70284,0.00184167,0.00184167,0.00184167
52,80.2938,1.52809,1.3209,1.64735,1.20267,0.06593,0.17189,0.03943,0.01226,0.0636,0.14286,0.03019,0.00838,2.9365,2.39588,3.44368,2.95682,0.0018385,0.0018385,0.0018385
53,81.5511,1.61912,1.67385,1.61809,1.22879,0.06593,0.17189,0.03943,0.01226,0.0636,0.14286,0.03019,0.00838,2.9365,2.39588,3.44368,2.95682,0.00183533,0.00183533,0.00183533
54,82.8396,1.71432,1.85207,1.66067,1.28857,0.05803,0.28571,0.04379,0.01414,0.04528,0.07143,0.02497,0.0062,2.77653,2.26728,3.08851,2.61031,0.00183217,0.00183217,0.00183217
55,84.1146,1.31807,1.42509,1.7606,1.11137,0.05803,0.28571,0.04379,0.01414,0.04528,0.07143,0.02497,0.0062,2.77653,2.26728,3.08851,2.61031,0.001829,0.001829,0.001829
56,85.5337,1.49069,1.60277,1.6102,1.17027,0.11016,0.14286,0.08544,0.037,0.06895,0.14286,0.05378,0.01742,2.30029,2.4705,2.73557,2.36457,0.00182583,0.00182583,0.00182583
57,86.7841,1.51575,1.57034,1.76132,1.27666,0.11016,0.14286,0.08544,0.037,0.06895,0.14286,0.05378,0.01742,2.30029,2.4705,2.73557,2.36457,0.00182267,0.00182267,0.00182267
58,88.081,1.44518,1.47128,1.58988,1.21717,0.2678,0.28571,0.20556,0.06138,0.21051,0.28571,0.17664,0.05422,2.41509,2.55815,2.9287,2.36209,0.0018195,0.0018195,0.0018195
59,89.2924,1.48041,1.52785,1.73425,1.23164,0.2678,0.28571,0.20556,0.06138,0.21051,0.28571,0.17664,0.05422,2.41509,2.55815,2.9287,2.36209,0.00181633,0.00181633,0.00181633
60,90.5988,1.67134,1.35232,1.57758,1.24059,0.11401,0.21429,0.10703,0.03131,0.10797,0.28571,0.0752,0.02684,2.63834,2.54682,3.42595,2.64065,0.00181317,0.00181317,0.00181317
61,93.5773,1.44302,1.31152,1.52021,1.17732,0.11401,0.21429,0.10703,0.03131,0.10797,0.28571,0.0752,0.02684,2.63834,2.54682,3.42595,2.64065,0.00181,0.00181,0.00181
62,95.442,1.50304,1.26569,1.72303,1.14814,0.15025,0.14286,0.0584,0.021,0.15025,0.14286,0.03974,0.01278,2.81714,2.94578,3.87625,2.9223,0.00180683,0.00180683,0.00180683
63,96.6462,1.57846,1.4009,1.69829,1.27382,0.15025,0.14286,0.0584,0.021,0.15025,0.14286,0.03974,0.01278,2.81714,2.94578,3.87625,2.9223,0.00180367,0.00180367,0.00180367
64,97.8873,1.45788,1.60874,1.51247,1.1691,0.21774,0.21429,0.15937,0.03102,0.19694,0.28571,0.15,0.04878,2.88258,3.52111,3.77013,2.76086,0.0018005,0.0018005,0.0018005
65,99.1471,1.73643,2.28505,1.72106,1.29284,0.21774,0.21429,0.15937,0.03102,0.19694,0.28571,0.15,0.04878,2.88258,3.52111,3.77013,2.76086,0.00179733,0.00179733,0.00179733
