,result idx,result mask idx,comparison result idx,comparison result mask idx,x distance,y distance,x distance per frame,shape * similarity
316,25,1,30,1,278.9461898625238,168.80017680607517,55.78923797250476,8.324714
317,25,1,31,0,214.8516965354598,123.77211853267454,35.8086160892433,7.3911166
318,25,1,32,0,147.96007984476736,130.7738081372463,21.137154263538196,7.6366954
319,25,1,32,1,343.29355462190904,7.692854409110851,49.04193637455843,5.700142
320,25,1,33,0,83.11333122555561,131.53698802576315,10.389166403194452,6.9948745
321,25,1,33,1,288.80998323582173,136.7799723705523,36.10124790447772,51.738605
322,26,0,27,0,-62.801599835931825,-23.66845665883477,62.801599835931825,4.3823566
323,26,0,28,0,-123.71505238172347,-46.9473325498393,61.85752619086173,7.187021
324,26,0,29,0,-184.04947783581866,-86.50344518229815,61.34982594527289,9.651568
325,26,0,29,1,116.03981839888226,-84.70384009469655,38.67993946629409,11.159991
326,26,0,30,0,-243.38138182069326,-75.52824667579534,60.845345455173316,6.2221804
327,26,0,30,1,37.8606996591608,-17.926453042427,9.4651749147902,7.8152413
328,26,0,31,0,-26.2337936679032,-62.95451131582763,5.24675873358064,10.218422
329,26,0,32,0,-93.12541035859564,-55.952821711255865,15.520901726432607,10.668018
330,26,0,32,1,102.20806441854603,-179.03377543939132,17.034677403091006,34.84228
331,26,0,33,0,-157.9721589778074,-55.18964182273902,22.567451282543914,9.027622
332,26,0,33,1,47.724493032458724,-49.946657477949884,6.817784718922675,141.67334
333,26,0,34,0,-221.65203980621027,-21.169582916390993,27.706504975776284,8.095896
334,26,0,34,1,127.41058647314453,-2.3841486091533852,15.926323309143067,261.89752
335,27,0,28,0,-60.91345254579164,-23.27887589100453,60.91345254579164,2.3344405
336,27,0,29,0,-121.24787799988684,-62.83498852346338,60.62393899994342,3.9302428
337,27,0,29,1,178.84141823481409,-61.035383435861775,89.42070911740704,9.668751
338,27,0,30,0,-180.57978198476144,-51.859790016960574,60.193260661587146,3.9448016
339,27,0,30,1,100.66229949509263,5.7420036164077715,33.55409983169754,5.42362
340,27,0,31,0,36.567806168028625,-39.28605465699286,9.141951542007156,6.1298623
341,27,0,32,0,-30.32381052266382,-32.284365052421094,6.064762104532764,6.006388
342,27,0,32,1,165.00966425447785,-155.36531878055655,33.00193285089557,23.51718
343,27,0,33,0,-95.17055914187557,-31.52118516390425,15.861759856979262,5.406897
344,27,0,33,1,110.52609286839055,-26.278200819115114,18.42101547806509,105.03865
345,27,0,34,0,-158.85043997027844,2.4988737424437772,22.692919995754064,5.318112
346,27,0,34,1,190.21218630907634,21.284308049681385,27.173169472725192,221.99808
347,27,0,35,0,122.37347860720939,-3.014868020468896,15.296684825901174,5.131125
348,28,0,29,0,-60.3344254540952,-39.55611263245885,60.3344254540952,2.3641584
349,28,0,29,1,239.75487078060573,-37.75650754485724,239.75487078060573,7.3375916
350,28,0,30,0,-119.6663294389698,-28.580914125956042,59.8331647194849,4.4338756
351,28,0,30,1,161.57575204088425,29.020879507412303,80.78787602044213,2.8431866
352,28,0,31,0,97.48125871382027,-16.00717876598833,32.49375290460676,3.7650788
353,28,0,32,0,30.589642023127823,-9.005489161416563,7.647410505781956,3.6668768
354,28,0,32,1,225.9231168002695,-132.08644288955202,56.480779200067374,19.799873
355,28,0,33,0,-34.25710659608393,-8.242309272899718,6.851421319216786,3.4709303
356,28,0,33,1,171.4395454141822,-2.999324928110582,34.287909082836435,91.493
357,28,0,34,0,-97.9369874244868,25.77774963344831,16.322831237414466,3.0218081
358,28,0,34,1,251.125638854868,44.56318394068592,41.854273142478,228.62474
359,28,0,35,0,183.28693115300103,20.264007870535636,26.183847307571575,2.4393666
360,28,0,36,0,108.47629098135502,63.48091278250968,13.559536372669378,8.160538
361,29,0,30,0,-59.3319039848746,10.975198506502807,59.3319039848746,6.814369
362,29,0,30,1,221.91017749497945,68.57699213987115,221.91017749497945,5.452798
363,29,0,31,0,157.81568416791546,23.54893386647052,78.90784208395773,3.9119217
364,29,0,32,0,90.92406747722302,30.550623471042286,30.308022492407673,5.278104
365,29,0,32,1,286.2575422543647,-92.53033025709317,95.4191807514549,22.43198
366,29,0,33,0,26.077318858011267,31.31380335955913,6.519329714502817,4.95172
367,29,0,33,1,231.7739708682774,36.55678770434827,57.94349271706935,95.99005
368,29,0,34,0,-37.602561970391605,65.33386226590716,7.520512394078321,4.562872
369,29,0,34,1,311.4600643089632,84.11929657314477,62.292012861792635,251.66324
370,29,0,35,0,243.62135660709623,59.820120502994484,40.603559434516036,2.7802155
371,29,0,36,0,168.81071643545022,103.03702541496853,24.115816633635745,6.6159763
372,29,0,37,0,111.97652888652169,20.40735201794098,13.997066110815211,4.342546
373,29,1,30,0,-359.4212002195755,9.175593418901201,359.4212002195755,7.0294156
374,29,1,30,1,-78.17911873972145,66.77738705226955,78.17911873972145,6.3841877
375,29,1,31,0,-142.27361206678546,21.749328778868914,71.13680603339273,3.3225255
