epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,72.9037,1.50923,1.8194,1.84011,1.3143,0.48605,0.28571,0.34193,0.11964,0.62573,0.34507,0.38002,0.14764,2.24708,2.24017,2.66586,1.81328,0.00123924,0.00123924,0.00123924
36,75.0225,1.5982,1.99333,1.8215,1.27879,0.48702,0.34921,0.44285,0.18448,0.59586,0.34921,0.3856,0.16599,2.12108,2.34362,2.46718,1.72138,0.0012709,0.0012709,0.0012709
37,77.1213,1.49305,1.69439,1.7775,1.2149,0.48702,0.34921,0.44285,0.18448,0.59586,0.34921,0.3856,0.16599,2.12108,2.34362,2.46718,1.72138,0.00130232,0.00130232,0.00130232
38,80.1078,1.63311,1.98969,1.74985,1.27401,0.52079,0.42857,0.45871,0.17564,0.64187,0.39683,0.40513,0.15093,2.12351,2.3955,2.38055,1.70373,0.0013335,0.0013335,0.0013335
39,82.1574,1.59616,1.62568,1.78904,1.27532,0.54006,0.37285,0.40988,0.14993,0.52395,0.36508,0.37313,0.1412,2.18069,1.96842,2.54076,1.77465,0.00136444,0.00136444,0.00136444
40,84.1302,1.57075,1.76023,1.78516,1.27366,0.54006,0.37285,0.40988,0.14993,0.52395,0.36508,0.37313,0.1412,2.18069,1.96842,2.54076,1.77465,0.00139514,0.00139514,0.00139514
41,86.1502,1.58362,1.74771,1.87913,1.26761,0.54331,0.38095,0.36871,0.12269,0.58859,0.4127,0.40305,0.13806,2.29665,1.82145,2.59071,1.9274,0.0014256,0.0014256,0.0014256
42,88.1201,1.60504,1.51565,1.79334,1.28436,0.54115,0.41185,0.35654,0.11583,0.562,0.42772,0.38148,0.12429,2.33533,1.82454,2.54002,1.98115,0.00145582,0.00145582,0.00145582
43,90.0964,1.54859,1.64686,1.76301,1.24149,0.54115,0.41185,0.35654,0.11583,0.562,0.42772,0.38148,0.12429,2.33533,1.82454,2.54002,1.98115,0.0014858,0.0014858,0.0014858
44,92.1871,1.59952,1.78631,1.86326,1.2688,0.54534,0.49505,0.47063,0.16584,0.58063,0.44444,0.42744,0.16364,2.21419,1.8695,2.25931,1.77636,0.00151554,0.00151554,0.00151554
45,95.171,1.6676,1.56811,1.7325,1.28493,0.54534,0.49505,0.47063,0.16584,0.58063,0.44444,0.42744,0.16364,2.21419,1.8695,2.25931,1.77636,0.00154504,0.00154504,0.00154504
46,97.266,1.564,1.7062,1.64909,1.30322,0.60062,0.47744,0.47185,0.19784,0.65168,0.46032,0.49246,0.2345,2.05148,1.66661,2.16919,1.56841,0.0015743,0.0015743,0.0015743
47,99.3404,1.61006,1.77019,1.71394,1.34508,0.60062,0.47744,0.47185,0.19784,0.65168,0.46032,0.49246,0.2345,2.05148,1.66661,2.16919,1.56841,0.00160332,0.00160332,0.00160332
48,101.482,1.49729,1.65758,1.67463,1.27268,0.66191,0.44444,0.49719,0.21929,0.66189,0.42857,0.49061,0.20264,1.98093,1.72764,2.14319,1.59038,0.0016321,0.0016321,0.0016321
49,103.419,1.47059,1.79997,1.62142,1.22848,0.66191,0.44444,0.49719,0.21929,0.66189,0.42857,0.49061,0.20264,1.98093,1.72764,2.14319,1.59038,0.00166064,0.00166064,0.00166064
50,105.405,1.41127,1.6087,1.61737,1.25789,0.46388,0.33333,0.33666,0.13227,0.62059,0.36508,0.39541,0.13354,1.99685,1.66668,2.37972,1.68413,0.00168894,0.00168894,0.00168894
51,107.586,1.46948,1.81764,1.54352,1.29144,0.46388,0.33333,0.33666,0.13227,0.62059,0.36508,0.39541,0.13354,1.99685,1.66668,2.37972,1.68413,0.0017,0.0017,0.0017
52,110.377,1.47659,1.72322,1.69153,1.29529,0.4702,0.34921,0.33683,0.11735,0.48505,0.33333,0.358,0.12037,2.05053,1.58418,2.5176,1.79068,0.001694,0.001694,0.001694
53,112.371,1.49118,1.51194,1.61504,1.24433,0.4702,0.34921,0.33683,0.11735,0.48505,0.33333,0.358,0.12037,2.05053,1.58418,2.5176,1.79068,0.001688,0.001688,0.001688
54,114.406,1.51942,1.64325,1.55592,1.25066,0.40746,0.25111,0.234,0.09484,0.47694,0.28571,0.29799,0.1138,2.1247,1.78699,2.66587,1.82038,0.001682,0.001682,0.001682
55,116.422,1.50409,1.67812,1.58667,1.23731,0.40746,0.25111,0.234,0.09484,0.47694,0.28571,0.29799,0.1138,2.1247,1.78699,2.66587,1.82038,0.001676,0.001676,0.001676
56,118.448,1.67296,1.77977,1.69589,1.33096,0.37052,0.27098,0.32869,0.1556,0.40504,0.32426,0.34521,0.17194,2.08331,1.61782,2.28573,1.65294,0.00167,0.00167,0.00167
57,120.661,1.54503,1.4695,1.57637,1.27228,0.37052,0.27098,0.32869,0.1556,0.40504,0.32426,0.34521,0.17194,2.08331,1.61782,2.28573,1.65294,0.001664,0.001664,0.001664
58,122.844,1.54681,1.72163,1.49973,1.2118,0.45729,0.39683,0.37315,0.1404,0.45801,0.44444,0.37413,0.1487,2.24523,1.81766,2.22421,1.73192,0.001658,0.001658,0.001658
59,125.504,1.56419,1.64226,1.5693,1.21873,0.45729,0.39683,0.37315,0.1404,0.45801,0.44444,0.37413,0.1487,2.24523,1.81766,2.22421,1.73192,0.001652,0.001652,0.001652
60,127.536,1.52396,1.46033,1.4686,1.17666,0.49564,0.51482,0.415,0.17759,0.54552,0.49206,0.48268,0.20366,2.00969,1.55488,1.87392,1.63964,0.001646,0.001646,0.001646
61,129.467,1.53434,1.56233,1.58319,1.25179,0.49564,0.51482,0.415,0.17759,0.54552,0.49206,0.48268,0.20366,2.00969,1.55488,1.87392,1.63964,0.00164,0.00164,0.00164
62,131.448,1.50636,1.3295,1.66872,1.26572,0.50116,0.5873,0.52574,0.25826,0.56342,0.57143,0.57256,0.27161,1.82919,1.37203,1.68016,1.50424,0.001634,0.001634,0.001634
63,133.482,1.563,1.50748,1.58309,1.21211,0.50116,0.5873,0.52574,0.25826,0.56342,0.57143,0.57256,0.27161,1.82919,1.37203,1.68016,1.50424,0.001628,0.001628,0.001628
64,135.557,1.4484,1.31969,1.58008,1.19183,0.55137,0.52381,0.50712,0.22806,0.55447,0.52381,0.53514,0.24177,1.92288,1.44374,1.83766,1.60182,0.001622,0.001622,0.001622
65,137.866,1.5258,1.49683,1.50247,1.22195,0.55137,0.52381,0.50712,0.22806,0.55447,0.52381,0.53514,0.24177,1.92288,1.44374,1.83766,1.60182,0.001616,0.001616,0.001616
66,140.619,1.36623,1.35152,1.4658,1.15938,0.38339,0.46032,0.33058,0.13799,0.50549,0.60036,0.52185,0.19119,2.1024,1.54152,2.22372,1.72421,0.00161,0.00161,0.00161
67,142.627,1.40281,1.57626,1.57245,1.17774,0.38339,0.46032,0.33058,0.13799,0.50549,0.60036,0.52185,0.19119,2.1024,1.54152,2.22372,1.72421,0.001604,0.001604,0.001604
68,144.657,1.46781,1.44372,1.58839,1.22519,0.47813,0.50794,0.47776,0.16377,0.73127,0.57143,0.6224,0.2465,2.07888,1.66551,2.3956,1.67725,0.001598,0.001598,0.001598
69,146.527,1.3782,1.55542,1.41393,1.13897,0.47813,0.50794,0.47776,0.16377,0.73127,0.57143,0.6224,0.2465,2.07888,1.66551,2.3956,1.67725,0.001592,0.001592,0.001592
70,148.557,1.44003,1.49069,1.41791,1.15608,0.69011,0.56563,0.64481,0.28117,0.69011,0.56563,0.62225,0.25126,1.87834,1.67436,2.34752,1.4934,0.001586,0.001586,0.001586
71,150.596,1.35482,1.16993,1.41159,1.15547,0.69011,0.56563,0.64481,0.28117,0.69011,0.56563,0.62225,0.25126,1.87834,1.67436,2.34752,1.4934,0.00158,0.00158,0.00158
72,152.897,1.44621,1.397,1.46386,1.2302,0.63193,0.53968,0.58917,0.27807,0.6031,0.4583,0.52714,0.19896,1.7827,1.97346,2.20349,1.36353,0.001574,0.001574,0.001574
73,155.566,1.42592,1.36449,1.42099,1.17192,0.63193,0.53968,0.58917,0.27807,0.6031,0.4583,0.52714,0.19896,1.7827,1.97346,2.20349,1.36353,0.001568,0.001568,0.001568
74,157.595,1.34478,1.40892,1.29931,1.08707,0.51026,0.63492,0.55371,0.25274,0.5357,0.61905,0.55946,0.24961,1.8261,1.69983,2.20161,1.42877,0.001562,0.001562,0.001562
75,159.571,1.27775,1.12391,1.34306,1.06278,0.51026,0.63492,0.55371,0.25274,0.5357,0.61905,0.55946,0.24961,1.8261,1.69983,2.20161,1.42877,0.001556,0.001556,0.001556
76,161.62,1.31291,1.43529,1.31589,1.10073,0.5441,0.65079,0.61542,0.3279,0.62621,0.63824,0.64315,0.33837,1.65978,1.48121,1.97298,1.29235,0.00155,0.00155,0.00155
77,163.729,1.44574,1.62764,1.3981,1.14803,0.5441,0.65079,0.61542,0.3279,0.62621,0.63824,0.64315,0.33837,1.65978,1.48121,1.97298,1.29235,0.001544,0.001544,0.001544
78,165.761,1.30466,1.17068,1.33776,1.05571,0.54953,0.65079,0.64714,0.3977,0.68724,0.61905,0.67376,0.36691,1.44357,1.3657,1.70709,1.24151,0.001538,0.001538,0.001538
79,168,1.27745,1.60122,1.33284,1.11016,0.54953,0.65079,0.64714,0.3977,0.68724,0.61905,0.67376,0.36691,1.44357,1.3657,1.70709,1.24151,0.001532,0.001532,0.001532
80,170.654,1.33607,1.10207,1.26161,1.06336,0.70787,0.57143,0.64523,0.39329,0.74363,0.60317,0.65625,0.3473,1.44023,1.36042,1.76549,1.23373,0.001526,0.001526,0.001526
81,172.644,1.48569,1.63731,1.47483,1.15972,0.70787,0.57143,0.64523,0.39329,0.74363,0.60317,0.65625,0.3473,1.44023,1.36042,1.76549,1.23373,0.00152,0.00152,0.00152
82,174.741,1.31747,1.41726,1.35096,1.09609,0.5597,0.61905,0.58112,0.28668,0.57816,0.63492,0.60807,0.2982,1.62649,1.46885,1.87127,1.38341,0.001514,0.001514,0.001514
83,176.821,1.2994,1.40871,1.30669,1.08593,0.5597,0.61905,0.58112,0.28668,0.57816,0.63492,0.60807,0.2982,1.62649,1.46885,1.87127,1.38341,0.001508,0.001508,0.001508
84,178.902,1.40504,1.48155,1.419,1.14329,0.65854,0.57143,0.60386,0.27408,0.66909,0.60317,0.62635,0.30266,1.79127,1.45107,1.8133,1.41581,0.001502,0.001502,0.001502
85,180.844,1.34262,1.34891,1.26393,1.11369,0.65854,0.57143,0.60386,0.27408,0.66909,0.60317,0.62635,0.30266,1.79127,1.45107,1.8133,1.41581,0.001496,0.001496,0.001496
86,183.356,1.35372,1.33324,1.24112,1.10214,0.67505,0.55556,0.61833,0.33109,0.6366,0.61905,0.64933,0.3288,1.62828,1.36465,1.778,1.31948,0.00149,0.00149,0.00149
87,185.865,1.26605,1.36885,1.31202,1.06174,0.67505,0.55556,0.61833,0.33109,0.6366,0.61905,0.64933,0.3288,1.62828,1.36465,1.778,1.31948,0.001484,0.001484,0.001484
88,187.873,1.3037,1.26886,1.17716,1.07922,0.6103,0.57143,0.59421,0.29246,0.59797,0.59026,0.5948,0.28268,1.69581,1.54683,1.76613,1.38688,0.001478,0.001478,0.001478
89,189.843,1.20441,1.2059,1.24636,1.0678,0.6103,0.57143,0.59421,0.29246,0.59797,0.59026,0.5948,0.28268,1.69581,1.54683,1.76613,1.38688,0.001472,0.001472,0.001472
90,191.853,1.20957,1.41649,1.14321,1.09085,0.67017,0.57143,0.56877,0.24953,0.74678,0.63492,0.6163,0.28564,1.77341,1.51758,1.74754,1.39695,0.001466,0.001466,0.001466
91,193.751,1.16998,1.28893,1.12608,1.05376,0.67017,0.57143,0.56877,0.24953,0.74678,0.63492,0.6163,0.28564,1.77341,1.51758,1.74754,1.39695,0.00146,0.00146,0.00146
92,195.742,1.30899,1.40522,1.19538,1.06621,0.61823,0.57143,0.54815,0.25654,0.68283,0.51266,0.5716,0.28528,1.79514,1.42456,1.76955,1.41415,0.001454,0.001454,0.001454
93,197.918,1.29932,1.26595,1.29645,1.1233,0.61823,0.57143,0.54815,0.25654,0.68283,0.51266,0.5716,0.28528,1.79514,1.42456,1.76955,1.41415,0.001448,0.001448,0.001448
94,200.601,1.31168,1.36033,1.22244,1.1369,0.71378,0.63492,0.6427,0.35669,0.67465,0.62545,0.63705,0.32395,1.5412,1.42929,1.54994,1.32394,0.001442,0.001442,0.001442
95,202.555,1.21535,1.27514,1.15516,1.03587,0.71378,0.63492,0.6427,0.35669,0.67465,0.62545,0.63705,0.32395,1.5412,1.42929,1.54994,1.32394,0.001436,0.001436,0.001436
96,204.615,1.17718,1.20994,1.10641,1.06313,0.85171,0.72936,0.73162,0.45901,0.76482,0.61905,0.63746,0.35652,1.36681,1.46178,1.40495,1.2422,0.00143,0.00143,0.00143
97,206.687,1.16872,1.27036,1.18952,1.05227,0.85171,0.72936,0.73162,0.45901,0.76482,0.61905,0.63746,0.35652,1.36681,1.46178,1.40495,1.2422,0.001424,0.001424,0.001424
98,208.834,1.15808,1.30826,1.16122,1.02184,0.81859,0.66667,0.73983,0.46303,0.7975,0.61905,0.66868,0.35898,1.41506,1.55709,1.36483,1.25948,0.001418,0.001418,0.001418
99,210.867,1.35271,1.37853,1.12491,1.13266,0.81859,0.66667,0.73983,0.46303,0.7975,0.61905,0.66868,0.35898,1.41506,1.55709,1.36483,1.25948,0.001412,0.001412,0.001412
100,213.2,1.18973,1.22532,1.06439,1.04347,0.80845,0.66667,0.75832,0.46897,0.84965,0.68254,0.7423,0.41555,1.3679,1.46517,1.22328,1.21749,0.001406,0.001406,0.001406
101,215.769,1.22023,1.2111,1.2162,1.06477,0.80845,0.66667,0.75832,0.46897,0.84965,0.68254,0.7423,0.41555,1.3679,1.46517,1.22328,1.21749,0.0014,0.0014,0.0014
102,217.905,1.24103,1.42426,1.15763,1.08242,0.83238,0.66667,0.75497,0.46168,0.79807,0.61905,0.71143,0.40856,1.29416,1.47585,1.24637,1.21044,0.001394,0.001394,0.001394
103,219.866,1.1679,1.18691,1.16085,1.13128,0.83238,0.66667,0.75497,0.46168,0.79807,0.61905,0.71143,0.40856,1.29416,1.47585,1.24637,1.21044,0.001388,0.001388,0.001388
104,221.909,1.26287,1.26622,1.11447,1.0713,0.7542,0.65079,0.70963,0.4099,0.71741,0.61905,0.65679,0.35581,1.37463,1.56162,1.37785,1.26547,0.001382,0.001382,0.001382
105,223.911,1.28356,1.18671,1.2278,1.12158,0.7542,0.65079,0.70963,0.4099,0.71741,0.61905,0.65679,0.35581,1.37463,1.56162,1.37785,1.26547,0.001376,0.001376,0.001376
106,225.884,1.19861,1.47917,1.0708,1.07012,0.84686,0.61453,0.74092,0.43407,0.8253,0.59996,0.69639,0.36948,1.3039,1.63496,1.28332,1.20276,0.00137,0.00137,0.00137
107,228.172,1.16559,1.16812,1.15098,1.02867,0.84686,0.61453,0.74092,0.43407,0.8253,0.59996,0.69639,0.36948,1.3039,1.63496,1.28332,1.20276,0.001364,0.001364,0.001364
108,230.826,1.29172,1.78698,1.12285,1.12272,0.84098,0.66667,0.76644,0.47382,0.85333,0.66667,0.71023,0.39077,1.29403,1.80627,1.16862,1.19768,0.001358,0.001358,0.001358
109,232.755,1.05913,1.37287,1.05665,0.99475,0.84098,0.66667,0.76644,0.47382,0.85333,0.66667,0.71023,0.39077,1.29403,1.80627,1.16862,1.19768,0.001352,0.001352,0.001352
110,234.741,1.13226,1.40191,1.12689,1.06507,0.88565,0.73773,0.79383,0.48465,0.90864,0.68254,0.75725,0.38305,1.294,1.81093,1.09816,1.18374,0.001346,0.001346,0.001346
111,236.677,1.13958,1.36918,1.04763,1.00761,0.88565,0.73773,0.79383,0.48465,0.90864,0.68254,0.75725,0.38305,1.294,1.81093,1.09816,1.18374,0.00134,0.00134,0.00134
112,238.705,1.05134,1.25465,1.06076,1.00986,0.93133,0.74603,0.79742,0.52142,0.91151,0.73016,0.77239,0.43658,1.20171,1.43018,1.04721,1.13072,0.001334,0.001334,0.001334
113,240.759,1.21222,1.54758,1.13048,1.11634,0.93133,0.74603,0.79742,0.52142,0.91151,0.73016,0.77239,0.43658,1.20171,1.43018,1.04721,1.13072,0.001328,0.001328,0.001328
114,243.077,1.14669,1.08675,0.99754,1.02319,0.93935,0.73759,0.79909,0.54177,0.88332,0.72106,0.7733,0.47738,1.16983,1.21665,1.05293,1.08657,0.001322,0.001322,0.001322
115,245.757,1.14584,1.33553,1.05042,1.05738,0.93935,0.73759,0.79909,0.54177,0.88332,0.72106,0.7733,0.47738,1.16983,1.21665,1.05293,1.08657,0.001316,0.001316,0.001316
116,247.825,1.09942,1.07633,0.98261,0.99588,0.89837,0.7619,0.78144,0.51123,0.87932,0.74603,0.77874,0.44725,1.2811,1.1488,1.10279,1.09073,0.00131,0.00131,0.00131
117,249.811,1.1782,1.26661,1.05856,1.04806,0.89837,0.7619,0.78144,0.51123,0.87932,0.74603,0.77874,0.44725,1.2811,1.1488,1.10279,1.09073,0.001304,0.001304,0.001304
118,251.789,1.18537,1.52911,0.97324,0.99819,0.86736,0.73016,0.76725,0.54349,0.86736,0.73016,0.78589,0.47758,1.10936,1.16496,1.07515,1.09174,0.001298,0.001298,0.001298
119,253.701,1.16245,1.16991,1.00133,1.04639,0.86736,0.73016,0.76725,0.54349,0.86736,0.73016,0.78589,0.47758,1.10936,1.16496,1.07515,1.09174,0.001292,0.001292,0.001292
120,255.693,1.09888,1.36581,0.99054,0.99283,0.81192,0.73016,0.76277,0.52631,0.82957,0.74603,0.79468,0.47144,1.1256,1.15867,1.1164,1.09818,0.001286,0.001286,0.001286
121,257.807,1.15052,1.08715,1.08961,0.9992,0.81192,0.73016,0.76277,0.52631,0.82957,0.74603,0.79468,0.47144,1.1256,1.15867,1.1164,1.09818,0.00128,0.00128,0.00128
122,260.489,1.10897,1.38705,1.07768,1.01642,0.87753,0.69841,0.72968,0.49949,0.89838,0.71429,0.78811,0.45465,1.17102,1.21718,1.12069,1.09115,0.001274,0.001274,0.001274
123,262.392,1.10383,1.19549,0.94724,1.00183,0.87753,0.69841,0.72968,0.49949,0.89838,0.71429,0.78811,0.45465,1.17102,1.21718,1.12069,1.09115,0.001268,0.001268,0.001268
124,264.356,1.23366,1.41263,1.15323,1.06415,0.83316,0.71429,0.74972,0.51643,0.85324,0.73832,0.79235,0.45276,1.15257,1.17292,1.09048,1.08281,0.001262,0.001262,0.001262
125,266.273,1.06568,1.11148,0.9819,1.01403,0.83316,0.71429,0.74972,0.51643,0.85324,0.73832,0.79235,0.45276,1.15257,1.17292,1.09048,1.08281,0.001256,0.001256,0.001256
126,268.311,1.0544,1.22665,0.99934,0.98335,0.90649,0.66667,0.75756,0.54232,0.86879,0.74603,0.79802,0.47511,1.15514,1.10319,1.09683,1.07263,0.00125,0.00125,0.00125
127,270.265,1.0659,1.1298,0.98644,0.98815,0.90649,0.66667,0.75756,0.54232,0.86879,0.74603,0.79802,0.47511,1.15514,1.10319,1.09683,1.07263,0.001244,0.001244,0.001244
128,272.304,1.14834,1.06597,0.99591,1.02112,0.85159,0.71429,0.75495,0.56341,0.85159,0.71429,0.78218,0.47356,1.08045,1.02548,1.07937,1.06332,0.001238,0.001238,0.001238
129,275.195,1.16846,1.05665,1.07701,1.0033,0.85159,0.71429,0.75495,0.56341,0.85159,0.71429,0.78218,0.47356,1.08045,1.02548,1.07937,1.06332,0.001232,0.001232,0.001232
130,277.373,1.13935,1.23321,1.06137,1.02274,0.87089,0.74955,0.77181,0.56102,0.8901,0.77142,0.80639,0.47544,1.08582,1.0318,0.99331,1.05828,0.001226,0.001226,0.001226
131,279.753,1.07797,1.28552,0.96689,0.98971,0.87089,0.74955,0.77181,0.56102,0.8901,0.77142,0.80639,0.47544,1.08582,1.0318,0.99331,1.05828,0.00122,0.00122,0.00122
132,281.828,1.12022,1.08991,1.02304,1.03426,0.88982,0.7692,0.78997,0.55902,0.90507,0.77778,0.80408,0.49843,1.13981,1.01365,1.01176,1.10518,0.001214,0.001214,0.001214
133,283.893,1.02535,1.04674,0.96578,0.95375,0.88982,0.7692,0.78997,0.55902,0.90507,0.77778,0.80408,0.49843,1.13981,1.01365,1.01176,1.10518,0.001208,0.001208,0.001208
