epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,43.1878,1.82209,2.2081,2.57819,1.48818,0.00533,0.7619,0.16101,0.05314,0.004,0.57143,0.1627,0.04704,2.36062,2.52509,3.20051,2.01411,0.000681158,0.000681158,0.000681158
19,44.7291,1.7308,2.35087,2.35295,1.44648,0.00567,0.80952,0.22639,0.07879,0.00422,0.60317,0.22517,0.07583,2.27675,2.35509,3.16655,1.96995,0.00071891,0.00071891,0.00071891
20,49.2563,1.74452,2.19237,2.33412,1.39276,0.45396,0.2381,0.30016,0.1198,0.45396,0.2381,0.2535,0.07658,2.12073,2.18689,2.96541,1.81822,0.000756535,0.000756535,0.000756535
21,50.8984,1.65436,1.8492,2.05026,1.36423,0.55167,0.15637,0.30406,0.13771,0.44833,0.12698,0.20026,0.06269,2.00161,2.10322,2.86813,1.81562,0.000794033,0.000794033,0.000794033
22,52.4441,1.75957,2.55995,2.18692,1.40786,0.46282,0.25995,0.31925,0.13037,0.41049,0.21009,0.21318,0.04318,1.98149,2.34935,2.78919,1.94913,0.000831405,0.000831405,0.000831405
23,54.0503,1.73867,1.9318,2.09004,1.43022,0.49526,0.28571,0.2638,0.09488,0.48605,0.28523,0.20599,0.04345,2.1394,2.2264,2.85941,2.2028,0.00086865,0.00086865,0.00086865
24,55.6443,1.8802,2.08698,2.21498,1.48021,0.41551,0.14286,0.24698,0.07929,0.42285,0.14286,0.19307,0.05123,2.23762,2.04771,2.95762,2.26895,0.000905768,0.000905768,0.000905768
25,57.2156,1.67193,2.25086,2.00229,1.36791,0.33417,0.23901,0.25528,0.10442,0.34159,0.19775,0.22162,0.06117,2.03124,1.98058,2.76571,1.90685,0.00094276,0.00094276,0.00094276
26,59.0354,1.70181,2.16419,2.15386,1.41905,0.2733,0.38095,0.25769,0.0999,0.24884,0.34921,0.17181,0.05256,1.93048,1.95098,2.6296,1.86695,0.000979625,0.000979625,0.000979625
27,60.6313,1.83689,1.6886,2.26025,1.6496,0.38504,0.38095,0.32798,0.13796,0.38189,0.38095,0.2835,0.09423,1.80926,1.98308,2.54533,1.7658,0.00101636,0.00101636,0.00101636
28,63.1536,1.7797,1.91585,1.97012,1.49727,0.38504,0.38095,0.32798,0.13796,0.38189,0.38095,0.2835,0.09423,1.80926,1.98308,2.54533,1.7658,0.00105298,0.00105298,0.00105298
29,64.8557,1.87209,2.08459,1.99329,1.43632,0.5912,0.34443,0.38907,0.14984,0.3989,0.39683,0.33304,0.1201,2.02121,2.17399,2.47408,1.90433,0.00108946,0.00108946,0.00108946
30,66.5658,1.81525,1.98466,2.28504,1.39604,0.45688,0.31746,0.29185,0.1187,0.47972,0.33333,0.26534,0.10604,1.96839,2.02825,2.66552,1.84645,0.00112582,0.00112582,0.00112582
31,68.1032,1.65917,1.62715,1.86317,1.30965,0.45688,0.31746,0.29185,0.1187,0.47972,0.33333,0.26534,0.10604,1.96839,2.02825,2.66552,1.84645,0.00116205,0.00116205,0.00116205
32,69.7674,1.70735,1.97708,1.87356,1.4269,0.21611,0.2381,0.16616,0.06486,0.25818,0.26984,0.17576,0.05388,2.05152,1.99514,3.54685,2.00823,0.00119816,0.00119816,0.00119816
33,71.4727,1.57605,1.62171,1.97116,1.36396,0.31548,0.20635,0.19672,0.06187,0.24714,0.25397,0.18119,0.04899,2.15402,1.77407,2.9872,1.74738,0.00123413,0.00123413,0.00123413
34,73.1015,1.66513,1.84644,1.86897,1.25316,0.31548,0.20635,0.19672,0.06187,0.24714,0.25397,0.18119,0.04899,2.15402,1.77407,2.9872,1.74738,0.00126998,0.00126998,0.00126998
35,74.9447,1.57356,1.96311,1.88303,1.28481,0.51699,0.31746,0.35472,0.14585,0.49881,0.30159,0.3021,0.10743,1.92813,1.78689,2.38443,1.52201,0.00130571,0.00130571,0.00130571
36,78.1108,1.66651,2.09611,1.86701,1.27137,0.49121,0.3372,0.4019,0.17046,0.5373,0.34921,0.37685,0.14429,1.89004,1.74319,2.27278,1.52625,0.00134131,0.00134131,0.00134131
37,79.6194,1.56263,1.7397,1.79569,1.18173,0.49121,0.3372,0.4019,0.17046,0.5373,0.34921,0.37685,0.14429,1.89004,1.74319,2.27278,1.52625,0.00137678,0.00137678,0.00137678
38,81.1955,1.71238,2.1155,1.78165,1.2951,0.40313,0.42884,0.36027,0.14886,0.37919,0.38095,0.31125,0.1109,1.87369,1.84526,2.42292,1.55636,0.00141212,0.00141212,0.00141212
39,82.8048,1.7572,1.70088,1.77866,1.29437,0.41698,0.42857,0.32719,0.12393,0.39641,0.33333,0.25995,0.08366,1.95204,1.90995,2.45036,1.73057,0.00144734,0.00144734,0.00144734
40,84.3411,1.58759,1.77152,1.67292,1.21443,0.41698,0.42857,0.32719,0.12393,0.39641,0.33333,0.25995,0.08366,1.95204,1.90995,2.45036,1.73057,0.00148244,0.00148244,0.00148244
41,85.8943,1.66644,1.83305,1.82945,1.27083,0.44104,0.33823,0.35582,0.1362,0.44937,0.36508,0.33671,0.09992,2.10542,1.92805,2.51596,1.80838,0.0015174,0.0015174,0.0015174
42,87.4252,1.71659,1.58905,1.87815,1.29113,0.35787,0.38095,0.35042,0.12517,0.48737,0.36508,0.35605,0.11394,2.05377,1.9218,2.5788,1.80604,0.00155224,0.00155224,0.00155224
43,88.9067,1.63438,1.72759,1.86308,1.25076,0.35787,0.38095,0.35042,0.12517,0.48737,0.36508,0.35605,0.11394,2.05377,1.9218,2.5788,1.80604,0.00158695,0.00158695,0.00158695
44,90.5599,1.65188,1.7859,1.93706,1.26365,0.44253,0.31746,0.31283,0.12041,0.53903,0.33333,0.37771,0.13109,2.05382,1.91813,2.78733,1.82945,0.00162154,0.00162154,0.00162154
45,92.7848,1.59829,1.50738,1.77529,1.2046,0.44253,0.31746,0.31283,0.12041,0.53903,0.33333,0.37771,0.13109,2.05382,1.91813,2.78733,1.82945,0.00165599,0.00165599,0.00165599
46,94.3739,1.63578,1.7274,1.74132,1.26318,0.52962,0.39683,0.39063,0.15388,0.55627,0.39683,0.39856,0.11727,1.89872,2.15462,2.58113,1.82532,0.00169033,0.00169033,0.00169033
47,96.0212,1.58733,1.8674,1.7642,1.3003,0.52962,0.39683,0.39063,0.15388,0.55627,0.39683,0.39856,0.11727,1.89872,2.15462,2.58113,1.82532,0.00172453,0.00172453,0.00172453
48,97.5725,1.45341,1.73179,1.6071,1.22079,0.46083,0.44444,0.38618,0.14968,0.58312,0.34921,0.3772,0.11197,2.04426,2.3862,2.72462,1.91031,0.00175861,0.00175861,0.00175861
49,99.2839,1.60557,1.74821,1.67951,1.27452,0.46083,0.44444,0.38618,0.14968,0.58312,0.34921,0.3772,0.11197,2.04426,2.3862,2.72462,1.91031,0.00179256,0.00179256,0.00179256
50,100.944,1.46215,1.57056,1.59205,1.22081,0.46764,0.32075,0.34195,0.11754,0.29642,0.33333,0.25076,0.06064,2.16897,2.73092,2.55668,1.89356,0.00182639,0.00182639,0.00182639
51,102.445,1.57058,1.86641,1.71444,1.31607,0.46764,0.32075,0.34195,0.11754,0.29642,0.33333,0.25076,0.06064,2.16897,2.73092,2.55668,1.89356,0.00184167,0.00184167,0.00184167
52,104.19,1.56724,1.88773,1.7062,1.278,0.47687,0.39075,0.37908,0.15228,0.3652,0.33792,0.31819,0.10362,2.01207,2.40809,2.42335,1.77445,0.0018385,0.0018385,0.0018385
53,107.402,1.39036,1.59807,1.54226,1.21102,0.47687,0.39075,0.37908,0.15228,0.3652,0.33792,0.31819,0.10362,2.01207,2.40809,2.42335,1.77445,0.00183533,0.00183533,0.00183533
54,110.123,1.44098,1.55639,1.51991,1.18172,0.5603,0.30345,0.33381,0.15211,0.63469,0.31746,0.38153,0.11274,2.0885,2.2621,2.38218,1.7363,0.00183217,0.00183217,0.00183217
55,111.596,1.46107,1.72835,1.5824,1.16543,0.5603,0.30345,0.33381,0.15211,0.63469,0.31746,0.38153,0.11274,2.0885,2.2621,2.38218,1.7363,0.001829,0.001829,0.001829
56,113.193,1.59198,1.9971,1.57338,1.2737,0.34984,0.26984,0.24669,0.10011,0.41915,0.32077,0.29455,0.09183,2.35041,2.27221,2.3967,2.02898,0.00182583,0.00182583,0.00182583
57,114.747,1.48576,1.54476,1.56767,1.20407,0.34984,0.26984,0.24669,0.10011,0.41915,0.32077,0.29455,0.09183,2.35041,2.27221,2.3967,2.02898,0.00182267,0.00182267,0.00182267
58,116.586,1.50061,1.81093,1.54385,1.16755,0.48656,0.33333,0.34173,0.15688,0.78088,0.26984,0.33456,0.11847,2.22246,2.15342,2.12433,1.99596,0.0018195,0.0018195,0.0018195
59,118.18,1.55235,1.65661,1.50928,1.1606,0.48656,0.33333,0.34173,0.15688,0.78088,0.26984,0.33456,0.11847,2.22246,2.15342,2.12433,1.99596,0.00181633,0.00181633,0.00181633
60,120.267,1.56657,1.55999,1.53047,1.22281,0.50224,0.39683,0.38298,0.16055,0.52371,0.36655,0.37638,0.14283,2.20683,1.97918,2.07286,1.76624,0.00181317,0.00181317,0.00181317
61,122.301,1.62458,1.70213,1.60652,1.21426,0.50224,0.39683,0.38298,0.16055,0.52371,0.36655,0.37638,0.14283,2.20683,1.97918,2.07286,1.76624,0.00181,0.00181,0.00181
62,123.951,1.52299,1.48305,1.62914,1.30301,0.41284,0.49206,0.36744,0.16681,0.39792,0.47619,0.33706,0.14305,2.05424,2.01547,1.98888,1.55207,0.00180683,0.00180683,0.00180683
63,125.624,1.54155,1.7722,1.52863,1.18369,0.41284,0.49206,0.36744,0.16681,0.39792,0.47619,0.33706,0.14305,2.05424,2.01547,1.98888,1.55207,0.00180367,0.00180367,0.00180367
64,127.348,1.52261,1.63629,1.61345,1.18449,0.58418,0.57143,0.55232,0.25003,0.59903,0.57143,0.52433,0.21309,1.8417,1.72424,1.69184,1.5153,0.0018005,0.0018005,0.0018005
65,128.879,1.49303,1.54525,1.4826,1.18363,0.58418,0.57143,0.55232,0.25003,0.59903,0.57143,0.52433,0.21309,1.8417,1.72424,1.69184,1.5153,0.00179733,0.00179733,0.00179733
66,130.719,1.4316,1.46009,1.51251,1.17893,0.62134,0.54704,0.58402,0.2856,0.61037,0.60317,0.58356,0.25065,1.75642,1.53653,1.62289,1.4867,0.00179417,0.00179417,0.00179417
67,132.56,1.44065,1.64503,1.59481,1.20453,0.62134,0.54704,0.58402,0.2856,0.61037,0.60317,0.58356,0.25065,1.75642,1.53653,1.62289,1.4867,0.001791,0.001791,0.001791
68,135.085,1.57681,1.64985,1.60989,1.26134,0.72258,0.63492,0.63027,0.34588,0.75813,0.60317,0.6582,0.33004,1.62756,1.48392,1.57527,1.47969,0.00178783,0.00178783,0.00178783
69,136.846,1.34393,1.48209,1.35235,1.14155,0.72258,0.63492,0.63027,0.34588,0.75813,0.60317,0.6582,0.33004,1.62756,1.48392,1.57527,1.47969,0.00178467,0.00178467,0.00178467
70,139.171,1.38784,1.42971,1.34749,1.15446,0.60224,0.50474,0.51884,0.23995,0.7831,0.45852,0.53494,0.25023,1.89445,1.8139,1.74012,1.59823,0.0017815,0.0017815,0.0017815
71,143.019,1.40768,1.17784,1.43264,1.15061,0.60224,0.50474,0.51884,0.23995,0.7831,0.45852,0.53494,0.25023,1.89445,1.8139,1.74012,1.59823,0.00177833,0.00177833,0.00177833
72,146.687,1.51869,1.38896,1.46077,1.21711,0.62081,0.38095,0.43857,0.16014,0.75129,0.46032,0.49385,0.21042,2.06991,1.95602,2.02035,1.57086,0.00177517,0.00177517,0.00177517
73,148.572,1.4981,1.33317,1.47106,1.19695,0.62081,0.38095,0.43857,0.16014,0.75129,0.46032,0.49385,0.21042,2.06991,1.95602,2.02035,1.57086,0.001772,0.001772,0.001772
74,151.33,1.51539,1.38569,1.41093,1.12948,0.56256,0.42857,0.45366,0.17355,0.7602,0.38095,0.47467,0.21879,2.13209,1.97553,1.91108,1.5972,0.00176883,0.00176883,0.00176883
75,152.857,1.26639,1.28278,1.47731,1.12203,0.56256,0.42857,0.45366,0.17355,0.7602,0.38095,0.47467,0.21879,2.13209,1.97553,1.91108,1.5972,0.00176567,0.00176567,0.00176567
76,154.45,1.33283,1.55972,1.39459,1.10127,0.58039,0.41721,0.42076,0.1977,0.62683,0.36508,0.39629,0.19231,2.00289,2.06049,1.88552,1.58701,0.0017625,0.0017625,0.0017625
77,155.993,1.50722,1.80352,1.45,1.17597,0.58039,0.41721,0.42076,0.1977,0.62683,0.36508,0.39629,0.19231,2.00289,2.06049,1.88552,1.58701,0.00175933,0.00175933,0.00175933
78,157.816,1.45286,1.2162,1.52937,1.12982,0.34956,0.44444,0.37231,0.17661,0.60363,0.29018,0.35359,0.16416,2.03194,1.96193,1.88582,1.53203,0.00175617,0.00175617,0.00175617
79,160.266,1.33519,1.60967,1.3646,1.13698,0.34956,0.44444,0.37231,0.17661,0.60363,0.29018,0.35359,0.16416,2.03194,1.96193,1.88582,1.53203,0.001753,0.001753,0.001753
80,165.389,1.26222,1.13421,1.2768,1.01507,0.47583,0.53968,0.42861,0.21863,0.46196,0.50429,0.40734,0.19135,1.86364,1.75125,1.7029,1.41883,0.00174983,0.00174983,0.00174983
81,167.323,1.41948,1.90537,1.50109,1.13174,0.47583,0.53968,0.42861,0.21863,0.46196,0.50429,0.40734,0.19135,1.86364,1.75125,1.7029,1.41883,0.00174667,0.00174667,0.00174667
82,169.136,1.36589,1.57118,1.4208,1.12963,0.61516,0.47619,0.5441,0.25615,0.65539,0.50794,0.56563,0.27007,1.85704,1.63703,1.63273,1.40169,0.0017435,0.0017435,0.0017435
83,171.808,1.33382,1.36945,1.46115,1.07193,0.61516,0.47619,0.5441,0.25615,0.65539,0.50794,0.56563,0.27007,1.85704,1.63703,1.63273,1.40169,0.00174033,0.00174033,0.00174033
84,173.432,1.48645,1.46407,1.43978,1.13112,0.53993,0.61905,0.60472,0.27159,0.81864,0.50794,0.62991,0.28833,1.84845,1.60722,1.65395,1.39248,0.00173717,0.00173717,0.00173717
85,175.213,1.46553,1.50224,1.36107,1.13592,0.53993,0.61905,0.60472,0.27159,0.81864,0.50794,0.62991,0.28833,1.84845,1.60722,1.65395,1.39248,0.001734,0.001734,0.001734
86,176.979,1.42476,1.4581,1.2907,1.10575,0.47965,0.61905,0.53942,0.26939,0.54318,0.55556,0.54897,0.24323,1.80697,1.58793,1.584,1.44835,0.00173083,0.00173083,0.00173083
87,178.743,1.34532,1.44922,1.37743,1.08702,0.47965,0.61905,0.53942,0.26939,0.54318,0.55556,0.54897,0.24323,1.80697,1.58793,1.584,1.44835,0.00172767,0.00172767,0.00172767
88,180.448,1.3505,1.3467,1.23085,1.06349,0.52548,0.53968,0.4905,0.23751,0.63713,0.49206,0.48876,0.20752,1.93228,1.56663,1.64691,1.74528,0.0017245,0.0017245,0.0017245
89,182.158,1.36844,1.21383,1.32788,1.10604,0.52548,0.53968,0.4905,0.23751,0.63713,0.49206,0.48876,0.20752,1.93228,1.56663,1.64691,1.74528,0.00172133,0.00172133,0.00172133
90,184.244,1.32237,1.48018,1.30863,1.05628,0.72975,0.57143,0.60958,0.31785,0.80305,0.57143,0.62249,0.28253,1.63913,1.43025,1.433,1.5117,0.00171817,0.00171817,0.00171817
91,185.784,1.20944,1.31434,1.22477,1.06964,0.72975,0.57143,0.60958,0.31785,0.80305,0.57143,0.62249,0.28253,1.63913,1.43025,1.433,1.5117,0.001715,0.001715,0.001715
92,187.366,1.35358,1.35469,1.30958,1.11401,0.69946,0.69841,0.72075,0.3427,0.79058,0.65921,0.70212,0.3661,1.62436,1.36805,1.46872,1.34544,0.00171183,0.00171183,0.00171183
93,188.906,1.35995,1.24445,1.38,1.09449,0.69946,0.69841,0.72075,0.3427,0.79058,0.65921,0.70212,0.3661,1.62436,1.36805,1.46872,1.34544,0.00170867,0.00170867,0.00170867
94,190.668,1.41369,1.3837,1.27896,1.1675,0.78207,0.56966,0.66885,0.30241,0.66337,0.55556,0.61702,0.2826,1.7083,1.53709,1.65419,1.47137,0.0017055,0.0017055,0.0017055
95,193.802,1.33323,1.33273,1.26505,1.07712,0.78207,0.56966,0.66885,0.30241,0.66337,0.55556,0.61702,0.2826,1.7083,1.53709,1.65419,1.47137,0.00170233,0.00170233,0.00170233
96,196.255,1.43955,1.32711,1.2862,1.13248,0.63763,0.67038,0.66043,0.29575,0.74788,0.55556,0.64906,0.3089,1.868,1.56699,1.67735,1.5193,0.00169917,0.00169917,0.00169917
97,197.846,1.42171,1.25857,1.31679,1.13128,0.63763,0.67038,0.66043,0.29575,0.74788,0.55556,0.64906,0.3089,1.868,1.56699,1.67735,1.5193,0.001696,0.001696,0.001696
98,199.421,1.31633,1.2923,1.27896,1.091,0.90462,0.52381,0.67114,0.35549,0.81679,0.61905,0.66334,0.3591,1.67926,1.51915,1.51952,1.3383,0.00169283,0.00169283,0.00169283
99,201.048,1.29626,1.34946,1.20264,1.11295,0.90462,0.52381,0.67114,0.35549,0.81679,0.61905,0.66334,0.3591,1.67926,1.51915,1.51952,1.3383,0.00168967,0.00168967,0.00168967
100,202.6,1.15204,1.21035,1.09993,1.07069,0.77982,0.56228,0.61154,0.34923,0.87167,0.64694,0.6931,0.33024,1.55467,1.55552,1.57773,1.31084,0.0016865,0.0016865,0.0016865
101,204.234,1.19916,1.4394,1.21507,1.05458,0.77982,0.56228,0.61154,0.34923,0.87167,0.64694,0.6931,0.33024,1.55467,1.55552,1.57773,1.31084,0.00168333,0.00168333,0.00168333
102,205.902,1.20557,1.51971,1.18298,1.06801,0.73995,0.4969,0.59916,0.33282,0.75835,0.60317,0.65244,0.29955,1.55326,1.74398,1.54323,1.3142,0.00168017,0.00168017,0.00168017
103,209.775,1.26375,1.15742,1.3087,1.10396,0.73995,0.4969,0.59916,0.33282,0.75835,0.60317,0.65244,0.29955,1.55326,1.74398,1.54323,1.3142,0.001677,0.001677,0.001677
104,211.544,1.29132,1.31123,1.17513,1.07052,0.72171,0.50794,0.55336,0.32845,0.63427,0.5873,0.58581,0.28588,1.58189,1.96164,1.55094,1.34475,0.00167383,0.00167383,0.00167383
105,213.074,1.30469,1.29303,1.38889,1.12133,0.72171,0.50794,0.55336,0.32845,0.63427,0.5873,0.58581,0.28588,1.58189,1.96164,1.55094,1.34475,0.00167067,0.00167067,0.00167067
106,214.644,1.2222,1.46524,1.1572,1.08539,0.7208,0.57374,0.63289,0.37258,0.69843,0.61905,0.60482,0.305,1.52193,1.87068,1.53997,1.32506,0.0016675,0.0016675,0.0016675
107,216.171,1.22505,1.15356,1.1663,1.09281,0.7208,0.57374,0.63289,0.37258,0.69843,0.61905,0.60482,0.305,1.52193,1.87068,1.53997,1.32506,0.00166433,0.00166433,0.00166433
108,217.689,1.39587,1.81385,1.21334,1.12004,0.81172,0.5873,0.66549,0.38105,0.76314,0.63492,0.69358,0.33174,1.52092,1.77978,1.4954,1.30504,0.00166117,0.00166117,0.00166117
109,219.198,1.14401,1.26606,1.16248,1.0242,0.81172,0.5873,0.66549,0.38105,0.76314,0.63492,0.69358,0.33174,1.52092,1.77978,1.4954,1.30504,0.001658,0.001658,0.001658
110,220.953,1.2246,1.33058,1.17019,1.08856,0.83161,0.54884,0.66804,0.37371,0.86037,0.58684,0.68499,0.31923,1.51861,1.80888,1.48038,1.26898,0.00165483,0.00165483,0.00165483
111,223.375,1.18397,1.44416,1.07264,1.0238,0.83161,0.54884,0.66804,0.37371,0.86037,0.58684,0.68499,0.31923,1.51861,1.80888,1.48038,1.26898,0.00165167,0.00165167,0.00165167
112,224.955,1.10364,1.21941,1.05856,1.02108,0.85372,0.55583,0.68428,0.40275,0.87769,0.57143,0.69792,0.35062,1.50552,1.68088,1.44998,1.26792,0.0016485,0.0016485,0.0016485
113,226.573,1.33633,1.41292,1.16413,1.11022,0.85372,0.55583,0.68428,0.40275,0.87769,0.57143,0.69792,0.35062,1.50552,1.68088,1.44998,1.26792,0.00164533,0.00164533,0.00164533
114,228.177,1.20669,1.06743,1.07529,1.0532,0.81137,0.57143,0.66507,0.37937,0.82829,0.5873,0.69651,0.33294,1.5453,1.66571,1.49971,1.21448,0.00164217,0.00164217,0.00164217
115,229.794,1.25801,1.33937,1.01427,1.07609,0.81137,0.57143,0.66507,0.37937,0.82829,0.5873,0.69651,0.33294,1.5453,1.66571,1.49971,1.21448,0.001639,0.001639,0.001639
116,231.423,1.24596,1.13854,1.06586,1.0272,0.71958,0.61104,0.65797,0.39685,0.67283,0.61905,0.63387,0.31579,1.40288,1.58699,1.52257,1.20013,0.00163583,0.00163583,0.00163583
117,232.97,1.24694,1.31963,1.02542,1.05082,0.71958,0.61104,0.65797,0.39685,0.67283,0.61905,0.63387,0.31579,1.40288,1.58699,1.52257,1.20013,0.00163267,0.00163267,0.00163267
118,234.51,1.21786,1.52072,0.99961,1.01352,0.73411,0.65743,0.66101,0.40248,0.75868,0.68254,0.68143,0.34183,1.28338,1.40395,1.57895,1.18639,0.0016295,0.0016295,0.0016295
119,236.017,1.15353,1.10495,1.06711,1.04542,0.73411,0.65743,0.66101,0.40248,0.75868,0.68254,0.68143,0.34183,1.28338,1.40395,1.57895,1.18639,0.00162633,0.00162633,0.00162633
120,238.487,1.22378,1.18126,1.00508,1.00703,0.7262,0.66667,0.66219,0.42739,0.79642,0.69841,0.67193,0.33255,1.32058,1.39663,1.58259,1.20031,0.00162317,0.00162317,0.00162317
121,239.992,1.21974,1.09884,1.08604,1.02735,0.7262,0.66667,0.66219,0.42739,0.79642,0.69841,0.67193,0.33255,1.32058,1.39663,1.58259,1.20031,0.00162,0.00162,0.00162
122,241.835,1.16002,1.46397,1.13423,1.02892,0.85004,0.57143,0.64907,0.37697,0.77987,0.61857,0.64784,0.32528,1.5433,1.41473,1.59184,1.26751,0.00161683,0.00161683,0.00161683
123,243.338,1.17195,1.24271,1.01701,0.988,0.85004,0.57143,0.64907,0.37697,0.77987,0.61857,0.64784,0.32528,1.5433,1.41473,1.59184,1.26751,0.00161367,0.00161367,0.00161367
124,244.895,1.33424,1.37079,1.16861,1.11141,0.84148,0.68254,0.75175,0.46502,0.79736,0.68708,0.71322,0.40546,1.40031,1.35279,1.42523,1.21955,0.0016105,0.0016105,0.0016105
125,246.409,1.07206,1.15964,1.02093,1.03475,0.84148,0.68254,0.75175,0.46502,0.79736,0.68708,0.71322,0.40546,1.40031,1.35279,1.42523,1.21955,0.00160733,0.00160733,0.00160733
126,248.003,1.13071,1.37987,0.98532,0.99178,0.85679,0.75974,0.76384,0.51275,0.81925,0.71429,0.73977,0.46217,1.25309,1.16671,1.29359,1.18388,0.00160417,0.00160417,0.00160417
127,249.52,1.03021,1.07628,0.92996,0.98062,0.85679,0.75974,0.76384,0.51275,0.81925,0.71429,0.73977,0.46217,1.25309,1.16671,1.29359,1.18388,0.001601,0.001601,0.001601
128,251.193,1.11647,1.09434,1.0354,1.02013,0.83604,0.72847,0.75876,0.5105,0.83447,0.72023,0.73362,0.4448,1.22848,1.21631,1.24196,1.1764,0.00159783,0.00159783,0.00159783
129,254.025,1.25551,1.0714,1.10801,1.02731,0.83604,0.72847,0.75876,0.5105,0.83447,0.72023,0.73362,0.4448,1.22848,1.21631,1.24196,1.1764,0.00159467,0.00159467,0.00159467
130,255.674,1.18446,1.40278,1.06813,1.07522,0.87391,0.66015,0.73906,0.51216,0.75058,0.71654,0.7271,0.44501,1.19283,1.16605,1.22069,1.16382,0.0015915,0.0015915,0.0015915
131,257.687,1.12164,1.36337,1.03204,1.02901,0.87391,0.66015,0.73906,0.51216,0.75058,0.71654,0.7271,0.44501,1.19283,1.16605,1.22069,1.16382,0.00158833,0.00158833,0.00158833
