epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.6807,2.96015,4.80852,4.2457,2.55361,0.00122,0.1746,0.00091,0.00025,0.00067,0.09524,0.00045,0.00015,4.40534,4.38333,4.06503,3.46667,2e-05,2e-05,2e-05
2,4.58022,3.2802,4.70974,4.31855,2.84104,0.00111,0.15873,0.00084,0.00024,0.00056,0.07937,0.00036,0.00012,4.39967,4.34256,4.1115,3.44833,5.9905e-05,5.9905e-05,5.9905e-05
3,6.28645,3.39944,4.71686,4.12838,2.86748,0.001,0.14286,0.00074,0.00024,0.00067,0.09524,0.00044,0.00015,4.38322,4.27696,4.11416,3.42665,9.96833e-05,9.96833e-05,9.96833e-05
4,8.00777,3.58893,4.86753,4.69622,2.99878,0.00244,0.34921,0.00481,0.00106,0.00111,0.15873,0.00583,0.00113,3.71696,3.51782,3.71606,2.87121,0.000139335,0.000139335,0.000139335
5,9.97359,3.00981,4.34016,3.82458,2.4556,0.00456,0.65079,0.07387,0.01834,0.00156,0.22222,0.02212,0.00635,2.94647,3.71209,3.36385,2.38533,0.00017886,0.00017886,0.00017886
6,11.9939,2.61882,3.57468,3.29298,2.10249,0.00578,0.8254,0.10773,0.02165,0.00267,0.38095,0.10669,0.02883,2.5587,3.3477,3.35734,2.26597,0.000218258,0.000218258,0.000218258
7,14.0831,2.42518,3.37697,3.05328,1.93258,0.00556,0.79365,0.23314,0.05961,0.003,0.42857,0.11375,0.02419,2.23687,2.82981,3.23958,2.14015,0.00025753,0.00025753,0.00025753
8,16.1619,2.25194,2.83005,3.23188,1.84416,0.00533,0.7619,0.1312,0.05775,0.00233,0.33333,0.0055,0.00086,2.13189,3.59489,3.20205,2.15211,0.000296675,0.000296675,0.000296675
9,18.1175,2.04964,2.46374,2.96463,1.78207,0.00522,0.74603,0.14832,0.0661,0.002,0.28571,0.00491,0.00072,2.15534,3.9872,3.20266,2.14784,0.000335693,0.000335693,0.000335693
10,20.0842,2.4223,3.12018,2.82287,1.94839,0.00533,0.7619,0.19488,0.06165,0.002,0.28571,0.00691,0.00104,2.21897,4.29178,3.22845,2.16055,0.000374585,0.000374585,0.000374585
11,22.0276,2.19957,2.84005,2.66715,1.70813,0.00522,0.74603,0.19599,0.05235,0.002,0.28571,0.00524,0.00116,2.29044,4.36069,3.24452,2.22695,0.00041335,0.00041335,0.00041335
12,23.9862,2.13758,2.33153,2.71445,1.7065,0.00533,0.7619,0.15034,0.03414,0.00233,0.33333,0.01066,0.00157,2.37678,4.55056,3.29233,2.2722,0.000451988,0.000451988,0.000451988
13,25.8788,1.91805,2.24208,2.56748,1.55056,0.005,0.71429,0.0848,0.01335,0.00211,0.30159,0.0028,0.0007,2.57691,4.65204,3.39299,2.35325,0.0004905,0.0004905,0.0004905
14,27.8124,1.87306,2.37443,2.54555,1.55177,0.00467,0.66667,0.03491,0.0053,0.00222,0.31746,0.00386,0.00088,2.75497,4.8375,3.5128,2.48237,0.000528885,0.000528885,0.000528885
15,29.7974,2.03097,2.55155,2.62043,1.55632,0.00444,0.63492,0.00868,0.00264,0.00222,0.31746,0.00192,0.00046,2.86198,4.99432,3.60768,2.59945,0.000567143,0.000567143,0.000567143
16,31.7946,1.89248,2.20675,2.33378,1.6073,0.00422,0.60317,0.00604,0.00152,0.00189,0.26984,0.00156,0.00039,3.2155,4.622,3.77794,2.833,0.000605275,0.000605275,0.000605275
17,33.7757,1.87139,2.10477,2.58189,1.48087,0.00444,0.63492,0.02217,0.00641,0.00222,0.31746,0.01227,0.00205,3.09339,4.10581,3.71747,2.72045,0.00064328,0.00064328,0.00064328
18,35.6846,1.9439,2.06462,2.5924,1.59341,0.00478,0.68254,0.09649,0.02298,0.00256,0.36508,0.03887,0.01406,2.86683,3.81388,3.59143,2.56213,0.000681158,0.000681158,0.000681158
19,37.5794,1.78559,2.28261,2.33798,1.53875,0.00489,0.69841,0.13763,0.05231,0.00311,0.44444,0.10502,0.03335,2.68697,3.38844,3.43655,2.40467,0.00071891,0.00071891,0.00071891
20,39.4549,1.79606,2.24435,2.37399,1.43975,0.00489,0.69841,0.17252,0.05951,0.00333,0.47619,0.07949,0.03247,2.78577,3.35339,3.39088,2.43615,0.000756535,0.000756535,0.000756535
21,41.3957,1.75437,1.90144,2.13752,1.46005,0.00511,0.73016,0.21335,0.07142,0.00311,0.44444,0.12202,0.04329,2.66211,3.15039,3.32334,2.32077,0.000794033,0.000794033,0.000794033
22,43.4074,1.80387,2.49973,2.16433,1.46074,0.005,0.71429,0.18776,0.06988,0.00356,0.50794,0.14993,0.05783,2.55327,2.83731,3.2746,2.21179,0.000831405,0.000831405,0.000831405
23,45.4679,1.81098,1.8962,2.0572,1.4284,0.005,0.71429,0.20172,0.07637,0.00389,0.55556,0.16308,0.05956,2.40764,2.51312,3.18312,1.99357,0.00086865,0.00086865,0.00086865
24,47.5119,1.86412,2.06684,2.14199,1.42549,0.00533,0.7619,0.1513,0.05187,0.004,0.57143,0.15146,0.04688,2.49311,2.33018,3.21818,2.0204,0.000905768,0.000905768,0.000905768
25,49.3944,1.79146,2.21344,2.09536,1.41088,0.01074,0.68254,0.17241,0.05179,0.00899,0.57143,0.1913,0.05588,2.36419,2.14231,3.09281,1.95057,0.00094276,0.00094276,0.00094276
26,51.3704,1.67725,2.07258,2.07556,1.3674,0.44108,0.06349,0.17748,0.06505,0.55135,0.07937,0.1722,0.05082,2.18707,2.10052,2.98859,1.91358,0.000979625,0.000979625,0.000979625
27,53.2691,1.76386,1.6656,2.23726,1.43064,0.53685,0.09223,0.24259,0.11186,0.64841,0.11111,0.24285,0.08911,2.02509,1.85873,2.85272,1.86853,0.00101636,0.00101636,0.00101636
28,55.2643,1.68871,1.8237,1.96105,1.42338,0.53685,0.09223,0.24259,0.11186,0.64841,0.11111,0.24285,0.08911,2.02509,1.85873,2.85272,1.86853,0.00105298,0.00105298,0.00105298
29,57.3013,1.93942,2.02474,1.96324,1.47272,0.51911,0.29139,0.31188,0.12513,0.5474,0.30726,0.35686,0.12921,1.98186,1.77912,2.74034,1.87106,0.00108946,0.00108946,0.00108946
30,59.368,1.8721,1.87869,2.26375,1.51064,0.5544,0.33333,0.32251,0.11513,0.56068,0.33333,0.33573,0.11379,1.92763,1.83268,2.68024,1.89366,0.00112582,0.00112582,0.00112582
